# OUT-OF-CORPUS QRELS for SQUAD evaluation set on FineWeb
# Generated: 2026-02-07T23:38:23.666152
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 10570
# Questions out-of-corpus: 3010
#
# Format: qid, question, official_answer
#====================================================================

8581, What is normally eaten for lunch and supper?, Ugali with vegetables  sour milk  meat  fish or any other stew
8584, What does the UN want to stabilize?, greenhouse gas concentrations in the atmosphere
8595, How much of the IPCC attendees are government representatives?, about seven-eighths
8597, Who started the IPCC Trust Fund?, the United Nations Environment Programme (UNEP) and the World Meteorological Organization (WMO)
8599, What rules does the IPCC have to follow?, the Financial Regulations and Rules of the WMO
8602, Where do IPCC reports get their information?, available information about climate change based on published sources
8603, What is 'grey literature'?, non-peer-reviewed sources
8609, Who do coordinating lead authors report to?, the Working Group chairs
8611, What do increased greenhouse gases cause?, additional warming of the Earth's surface
8613, What is the scenario called in which we don't change our greenhouse gas creation practices?, "business as usual" (BAU)
8614, How much has global mean surface air temperature changed in the last century?, increased by 0.3 to 0.6 °C
8619, How much did the statement predict global surface temperature would increase by 2100?, between 1.4 and 5.8 °C above 1990 levels
8623, What was Houghton's role?, a co-chair of TAR WGI
8628, Why were the 2011 Special Reports issued?, requested by governments
8631, Levels of what things are used to determine emission factors?, fuel consumption  industrial production and so on
8635, What was the source of the mistake?, the WWF report
8636, What report had the correct date?, "Variations of Snow and Ice in the past and at present on a Global and Regional Scale"
8638, What direction did Watson say the mistake went in?, making it seem like climate change is more serious by overstating the impact
8640, What was the topic of the error?, Himalayan glaciers
8641, What was the verdict on other alleged errors?, "generally unfounded and also marginal to the assessment"
8646, What range of years was the current warming compared to?, between 1000 and 1900
8648, Where did Singer hold a press conference in May 2000?, Capitol Hill  Washington  D.C.
8650, What Senate committee did Singer speak to in July 2000?, United States Senate Committee on Commerce  Science and Transportation
8658, How many Medieval Warm Period reconstructions covered 1 000+ years?, Ten
8667, How much do researchers now think sea levels will rise from 1990 to 2100?, 50–140 cm
8669, What role did Michael Oppenheimer have in the IPCC's reports?, coordinating lead author of the Fifth Assessment Report
8671, What approach did Oppenheimer advocate?, concurring  smaller assessments of special problems
8674, Whose goals often still oppose the IPCC?, states and governments
8676, What remain unsolved problems with the Kyoto Protocol?, varying regional cost-benefit analysis and burden-sharing conflicts with regard to the distribution of emission reductions
8677, What conflicts did the ozone mitigation reduce?, regional burden sharing conflicts
8679, What does the IPCC rely on for research?, other scientific bodies
8682, How many scientists called to change the IPCC in Feb 2010?, five
8683, Where was the Feb 2010 call for change published?, the journal Nature
8684, What was one proposal to let the IPCC respond to new evidence faster?, turning the whole climate science assessment process into a moderated "living" Wikipedia-IPCC
8703, What does 'gram-negative' mean?, they have two cell membranes
8710, What happened when cyanobacteria was assimilated?, many of its genes were lost or transferred to the nucleus of the host
8715, Which lineage includes land plants?, the green chloroplast lineage
8723, What makes red algae red?, the phycobilin phycoerytherin
8724, What is the benefit of red algae being red?, catch more sunlight in deep water
8725, What is floridean?, a form of starch
8727, Why aren't some forms of Hæmatococcus pluvialis green?, accessory pigments that override the chlorophylls' green colors
8733, What was the secondary endosymbiotic event?, a nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it
8737, What kind of protists are Euglenophytes?, common flagellated
8746, What are Apicomplexans similar to?, helicosproidia
8749, What is an apicoplast?, a vestigial red algal derived chloroplast
8751, What do apicoplasts synthesize?, fatty acids  isopentenyl pyrophosphate  iron-sulfur clusters
8752, What kind of diseases do drugs target apicoplasts for?, apicomplexan-related diseases
8753, What is the most important thing apicoplasts do?, isopentenyl pyrophosphate synthesis
8760, What lineage is Karlodinium in?, fucoxanthin dinophyte
8761, What lineage is Karenia in?, fucoxanthin dinophyte
8768, What is another word for diatom?, heterokontophyte
8775, What did Lepidodinium viride lose?, their original peridinin chloroplast
8777, What is a prasinophyte?, a green algal derived chloroplast
8782, How many base pairs are there in Synechococcus DNA?, three million
8785, When was the plastome discovered?, 1962
8787, Who sequenced the first plastome?, two Japanese research teams
8788, What seldom mutates?, The inverted repeat regions
8790, What could inverted repeats help do?, stabilize the rest of the chloroplast genome
8794, What is a D-loop?, a Cairns replication intermediate
8797, What makes DNA vulnerable to deamination?, when it is single stranded
8800, Where does the secondary theory say most genes are kept?, in branched  linear  or other complex structures
8806, What do donated genes give evidence of?, the lost chloroplast's existence
8809, What is the status of most chloroplast genes in the mitochondrion?, nonfunctional pseudogenes
8811, What new tasks do the protein products of transferred genes take on?, participating in cell division  protein routing  and even disease resistance
8815, What does Phosphorylation do?, helps many proteins bind the polypeptide
8816, What is the benefit of polypeptide binding?, keeping it from folding prematurely
8818, How large across are chloroplasts in land plants?, 5–8 μm in diameter
8826, What does the inner mitochondria membrane do?, run proton pumps and carry out oxidative phosphorylation
8827, What does oxidative phosphorylation do?, generate ATP energy
8828, What chloroplast structure is similar to the inner mitochondria membrane?, the internal thylakoid system
8829, What part of chloroplasts isn't similar to mitochondria?, the inner chloroplast membrane
8836, What is a maze of membranous tubes?, The chloroplast peripheral reticulum
8838, Where do transport vesicles move between?, the thylakoids and intermembrane space
8840, How large are Chloroplast ribosomes?, 17 nm
8842, What are some Chlorophyta and euglenid chloroplasts missing?, motifs for shine-dalgarno sequence recognition
8855, What do pyrenoids look like?, highly refractive
8862, What are frets?, helicoid stromal thylakoids
8867, What is ATP synthase similar to?, a dam turbine
8873, How many photosynthetic carotenoids are there?, about thirty
8874, What do photosynthetic carotenoids do?, help transfer and dissipate excess energy
8875, Why do carotenoids make leaves change color in the fall?, their bright colors sometimes override the chlorophyll green
8876, What is beta carotene?, a bright red-orange carotenoid
8878, What are Phycobilins?, e a third group of pigments found in cyanobacteria
8881, What are phycobilisomes?, relatively large protein complexes
8882, How big are phycobilisomes?, about 40 nanometers across
8883, What do chloroplasts use to fix carbon dioxide into sugar?, an enzyme called rubisco
8885, What effect does rubisco's flaw have?, at high oxygen concentrations  rubisco starts accidentally adding oxygen to sugar precursors
8887, What is wasted by rubisco's flaw?, ATP energy
8897, What is a chlorenchyma cell?, A plant cell which contains chloroplasts
8904, When do chloroplasts arrange in vertical columns or turn sideways?, Under intense light
8910, What is the systemic acquired resistance response of a plant immune system?, infected cells release signals warning the rest of the plant of a pathogen's presence
8916, What is retrograde signaling?, signals from the chloroplast that regulate gene expression in the nucleus
8920, What are the molecular inputs for photosynthesis?, Water (H2O) and carbon dioxide (CO2)
8921, What are the molecular outputs for photosynthesis?, sugar and oxygen (O2)
8922, What do chloroplasts do like mitochondria?, generate ATP energy
8925, What does ATP synthase change into ATP?, phosphorylate adenosine diphosphate
8928, In what process are electrons recycled?, cyclic photophosphorylation
8930, What do C4 plants need?, more ATP than NADPH
8932, What is the result of the Calvin cycle?, unstable six-carbon molecules that immediately break down
8934, How many G3P molecules leave the cycle?, one out of every six
8935, What is an alternate way to make starch?, glucose monomers in the chloroplast can be linked together
8936, When might starch grains become overly large?, Under conditions such as high atmospheric CO2 concentrations
8937, What happens when starch grains become overly large?, distorting the grana and thylakoids
8938, What root problem can cause starch buildup?, Waterlogged roots
8939, What might starch grains be a side effect of?, another photosynthesis-depressing factor
8940, What can rubisco do by mistake?, add O2 instead of CO2 to RuBP
8941, When does photorespiration happen?, when the oxygen concentration is too high
8942, Why is using O2 instead of CO2 less efficient?, it consumes ATP and oxygen  releases CO2  and produces no sugar
8943, How much carbon gets wasted by using O2 instead of CO2?, up to half the carbon fixed by the Calvin cycle
8944, What is unusual about C4 plants' chloroplasts?, they exhibit a distinct chloroplast dimorphism
8947, What is the problem with cysteine?, it has trouble crossing membranes to get to where it is needed
8952, What is more often seen in root tip maristems?, the formation of starch-storing amyloplasts
8953, What happens if angiosperm shoots don't get enough light?, proplastids may develop into an etioplast stage before becoming chloroplasts
8954, What is an etioplast?, a plastid that lacks chlorophyll
8957, What plants don't need light to make chloroplasts?, Gymnosperms
8959, What are chromoplasts?, pigment-filled plastids responsible for the bright colors seen in flowers and ripe fruit
8966, Where is the Z-ring?, within the chloroplast's stroma
8968, What are PD rings?, plastid-dividing rings
8970, How large are the outer PD ring's filaments?, about 5 nanometers across
8971, How far apart are the outer PD ring's filaments?, 6.4 nanometers
8977, Why are chloroplasts of interest in GMO crops?, transgenes in these plastids cannot be disseminated by pollen
8978, What is reduced by using plastid transformation for gene modification?, environmental risks
8984, Any number larger than 1 can be represented as a product of what?, a product of primes
8993, What type of behavior in primes is it possible to determine?, the statistical behaviour
9002, What are the specific divisors of all even numbers larger than 2?, 1  2  and n
9006, What number did early Greeks not regard as a true number?, 1
9010, What type of number do modern mathematicians consider 1 to be?, its own special category as a "unit"
9012, The sieve of Eratosthenes would not be valid if what were true?, if 1 were considered a prime
9024, Of what form do Mersenne primes take?, 2p − 1
9027, What makes the method of trial division more efficient?, if a complete list of primes up to  is known
9036, What is one straightforward case of a probabilistic test?, the Fermat primality test 
9053, For what size natural number does Bertrand's postulate hold?, any natural number n > 3
9054, How is the prime number p in Bertrand's postulate expressed mathematically?, n < p < 2n − 2
9058, What is the density of all primes compatible with a modulo 9?, 1/6
9064, What does it mean when a harmonic series diverges?, exceeds any given number
9068, What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?, random noise
9073, As of February 2011  how many numbers has Goldbach's conjecture been proven to?, all numbers up to n = 2 · 1017
9077, What is a twin prime?, pairs of primes with difference 2
9084, Besides public key cryptography  what is another application for prime numbers?, hash tables
9085, What type of number generators make use of prime numbers?, pseudorandom number generators
9087, According to Fermat's theorem  what period does 1/p always have assuming p is prime that is not 2 or 5?, p − 1
9090, What condition what must be satisfied in order for 1/p to be expressed in base q instead of base 10 and still have a period of p - 1?, p is not a prime factor of q
9101, What does the word prime generally suggest?, indecomposability
9103, How can any knot be distinctively indicated?, as a connected sum of prime knots
9104, What is an additional meaning intended when the word prime is used?, any object can be  essentially uniquely  decomposed into its prime components
9110, Under what condition is an element irreducible?, cannot be written as a product of two ring elements that are not units
9114, What do a and b represent in a Gaussian integer expression? , arbitrary integers
9116, In what theory is the idea of a number exchanged with that of an ideal?, In ring theory
9121, What are the points of algebro-geometric objects?, Prime ideals
9126, To what may general global fields be transferred to or from?, completed (or local) fields
9128, What principle highlights the significance of primes in number theory, local-global principle
9167, How long is the section that turns north? , 86 km
9168, What is the height of the section that turns north? , 599 m
9169, What is the glacial alpine valley known as?, Rhine Valley
9180, What is the Almannic dialect to describe the islands outside in Austria?, Isel
9187, Why was the Rhine regulated? , constant flooding
9199, Where is the border of Swiss and Austria?, 47°39′N 9°19′E﻿ / ﻿47.650°N 9.317°E﻿ / 47.650; 9.317.
9203, Where does the cold and warm water meet the warm water?, Rheinbrech
9209, What does the word Rheinrinne translate to?, Rhine Gutter
9230, What is the legal boundary behind the High and Upper Rind?, Central Bridge
9282, How wide is the Rhine in Germany between Emmrich and Cleves?, 400 m
9297, What does the Nederrikn's name change into?, Lek
9298, Where does the Lek join? , Noord River
9305, The smaller streams are used for what?, draining the surrounding land
9311, What is the nickname for the Delta in the Netherlands?, Rhine Delta
9322, What do closed rivers serve as after they close?, drainage channels
9324, What is the term for closing off rivers that are no longer connected?, dammed
9328, What does a high tide risk near lands? , tear huge areas of land into the sea.
9332, Microplates squeezing and rotating created the features of what?, Mediterranean geography
9335, What rift system developed in the Alpine orogeny?, N–S
9347, When did the last glacial start?, 74 000 (BP
9348, When did the last glacial end?, 11 600 BP
9354, When was the Last Glacial Maximum?, 22 000–14 000 yr BP
9357, When did Europe slowly begin to warm up from the last Ice Age?, 22 000 years ago
9360, When did rapid warming begin and help vegetation?, 13 000 BP
9361, When was Europe fully forested and recovered from the last Ice Age?, 9000 BP
9362, When did tides and currents similar to our current system begin?, 7500 yr ago
9365, Why is the current sea level rising?, tectonic subsidence
9366, How quickly is the sea level rising?, 1–3 cm (0.39–1.18 in) per century
9371, When have humans started impacting the delta?, 3000 yr BP
9375, How many avulsions have occurred in the past 6000 yeas?, 80
9393, What did the number of legions in Roman times depend on?, threat of war
9397, What is the translation of Siebengebirge?, dragons rock
9413, What do some believe the Treaty of Versailles assisted in?, Adolf Hitler's rise to power
9424, When was the Rhine measurement corrected back to the original?, 2010
9427, The legislative competence of the Parliament species what areas?, in which it can make laws
9430, What remained an important issue in Scottish national identity for many years?, lack of a Parliament of Scotland
9434, What did Kllbrandon's report in 1973 recommend establishing?, directly elected Scottish Assembly
9438, What did the SNP publicly opine about the oil revenues?, not benefitting Scotland as much as they should
9444, What percentage of Scotland's voting population failed to actually vote?, 32.9%
9445, In the range between 1980 and 1990  what did demand for grow?, a Scottish Parliament
9454, What was the building vacated twice to allow for?, meeting of the Church's General Assembly
9457, In May 2002  where would you go to address the Parliament?, University of Aberdeen
9458, Where was Parliament temporarily relocated to in May of 2000?, former Strathclyde Regional Council debating chamber in Glasgow
9459, Who did the Parliament rent additional buildings from?, City of Edinburgh Council
9462, What do the former Midlothian County Buildings face?, Parliament Square  High Street and George IV Bridge in Edinburgh
9474, Why is the seating of the debating chamber arranged as it is?, encourage consensus amongst elected members
9477, What can the non-elected members from the Scottish Government not do?, vote
9486, How much does it cost to gain entry to a parliament meeting?, free
9488, What day of the week does the Time for Reflection take place?, Wednesdays
9489, How long might a speaker address the members during the Time of Reflection?, up to four minutes
9490, Who decides who gets to address the members of Parliament to share their thoughts on issues of faith?, Presiding Officer
9492, What can faith groups ask the Presiding Officer to do for them?, nominate speakers
9494, What is also decided by the Presiding Officer?, amount of time for which they are allowed to speak
9495, What does the Presiding Officer try to achieve a balance of between speakers?, different viewpoints
9499, What is heralded by the sounding of the division bell?, "Decision Time"
9501, How do members vote when there is a division?, electronic consoles on their desks
9502, How long does it take to know the outcome of a division?, seconds
9507, What happens if a member doesn't vote the party line?, deselected as official party candidates during future elections
9511, Who contributes to Members Business in addition to the proposer?, other members
9512, What does the minister who was the catalyst of the Members Business do by speaking after everyone else?, winds up
9515, What is one avenue being compensated for by having committees serve such a large role?, no revising chamber
9517, Where might committees meet outside of Parliament?, other locations throughout Scotland
9518, Who are committees comprised of?, a small number of MSPs
9519, What do the membership of the committees reflect?, balance of parties
9523, When are subject committees established?, beginning of each parliamentary session
9524, How many ministries of the Scottish government does a committee typically correspond to?, one
9525, Economy  Energy and Tourism is one of the what?, current Subject Committees
9528, What topic do private bills typically have?, large-scale development projects
9529, Who decides how land or property is allowed to be used?, Scottish Government.
9533, What does the Scotland Act of 2012 extend?, devolved competencies
9534, What body constitutes the supreme legislature of Scotland?, Parliament of the United Kingdom at Westminster
9539, How much can the SP alter income tax in Scotland?, up to 3 pence in the pound
9540, Setting speed limits was one of the further devolutions which was conferred by what act?, 2012 Act
9546, Who may introduce new laws or amendments to laws already on the books as a bill?, the Scottish Government
9548, Who may also submit private bills to Parliament?, an outside proposer
9550, What is stage 1 in the life of a bill?, introductory
9551, What are presented to parliament in addition to the bill itself?, accompanying documents
9552, What do statements from the PO and member in charge of the bill also indicate?, whether the bill is within the legislative competence of the Parliament
9559, When do members proceed to vote on whether they agree to the principles of the final bill?, Decision Time
9562, What is the minimum amount of time before a bill can go into law?, a 4-week period
9564, What does the template for bills passed by the Scottish Parliament include?, [Date]
9566, Who is eligible to toss their name in the hat to be First Minister?, Any member
9567, Who is elected at the beginning of each term?, First Minister
9572, Who may change the date by up to a month  on the proposal of the PO?, the Monarch
9581, Who may members direct questions towards during General Question Time?, any member of the Scottish Government
9587, Why do the island archipelagos comprise a smaller number of electors?, dispersed population and distance
9589, How are the total numbers of seats allocated to parties?, proportionally to the number of votes received
9598, What act sets the term for judging the boundaries of sanity to which individuals wishing to sit on the SP must adhere?, Mental Health (Care and Treatment) (Scotland) Act 2003
9599, When the election produced an SNP majority government  what was it the first occurrence of?, a party has commanded a parliamentary majority
9604, The loss of Edinburgh Pentlands really disappointed whom the most?, the Conservatives
9607, Who announced she would step down as leader of the Conservatives? , Annabel Goldie
9610, What are MPs unable to vote upon?, domestic legislation of the Scottish Parliament
9611, What phenomenon has led to criticism?, West Lothian question
9616, What goal does Islamism have when it comes to society and government?, reordering
9625, What did Olivier Roy state underwent a remarkable shift in the second half of the 20th century?, Sunni pan-Islamism
9628, Why do Islamists need democratic elections?, to maintain their legitimacy
9632, What does the inability to separate Islam from Islamism lead many in the West to support?, illiberal Islamic regimes
9638, What  rather than Islamism  requires explanation?, non-political Islam
9662, Who was Iqbal a critic of?, the mainstream Indian nationalist and secularist Indian National Congress
9670, Who was an important figure in the twentieth-century Islamic revival in India?, Sayyid Abul Ala Maududi
9691, Who was Al-Banna's assassination a retaliation for the prior assassination of?, Egypt's premier Mahmud Fami Naqrashi
9694, What status has the Brotherhood obtained in the Islamic world?, one of the most influential movements
9695, What percentage of seats did political parties identifying as Islamist win in the Egyptian parliamentary election of 2011-2012?, 75% of the total seats
9696, For many years  what was the Brotherhood described as?, "semi-legal"
9700, The defeat of the Arab troops in the Six-Day War constituted what for the Arab Muslim world?, a pivotal event
9702, What happened to the credibility of secular politics as a result of the Six-Day War?, A steep and steady decline
9703, What gained ground when Arab nationalism suffered?, anti-democratic Islamist movements
9707, Who was it essential to Islam to imitate?, the Prophet Mohammad
9708, What long term agenda was the acts of plundering Muslim lands by the West?, conspiracy
9710, Iran has assisted what type of groups in Iraq?, Shia terrorist
9715, What was the Soviet Union trying to suppress with its army?, an Islamic rebellion
9716, What did the conflict galvanize Muslims around the world to do?, send aid and sometimes to go themselves to fight for their faith
9718, How many Muslims came from around the world to fight in Afghanistan?, 16 000 to 35 000
9719, What did the Gulf War inadvertently do in the early 1990s?, worked to radicalize the Islamist movement
9724, Who did the attacks resonate most with?, conservative Muslims
9725, What did Saudi Arabia try to repress to compensate for its loss of stature? , domestic Islamists
9726, Where did American troops remain stationed after Saddam's defeat?, in the kingdom
9729, Whose ideas became increasingly radical during his imprisonment? , Qutb's
9734, Who took up the path of violence?, Egyptian Islamic Jihad organization
9737, What sin were the leaders the extremists attacked guilty of?, promoted Western/foreign ideas and practices into Islamic societies
9738, Who wrote a pamphlet outlining the radical ideas of the extremists?, Muhammad Abd al-Salaam Farag
9750, How many people did Hamas kill between 2000 to 2007?, 542
9753, What have Muslims praised Hamas for doing?, driving Israel out of the Gaza Strip
9757, How did Turabi build a strong economic base?, money from foreign Islamist banking systems
9764, One of FIS' agenda items was to force women to start doing what?, staying home
9765, When was the FIS founded?, 1989
9766, Where was the FIS formed?, Algeria
9767, What does the acronym FIS stand for?, Front Islamique de Salut
9769, Unsurprisingly  the mujahideen's victory against the Soviets in the 1980s failed to produce what?, justice and prosperity
9772, What did the civil war leave the state of Afghanistan's economy in?, one of the poorest countries on earth
9775, Where did support from governmental and religious groups come from?, Pakistan
9776, The Taliban was so different from other moments that they could be more accurately described as being what?, neofundamentalist
9780, What had Bhutto planned on banning within six months  before he was overthrown?, alcohol and nightclubs
9782, What was Zia-ul-Haq accused of using Islamization to legitimize? , his means of seizing power
9784, What type of group is The Islamic State?, Wahhabi/Salafi jihadist extremist militant
9785, Who leads The Islamic State?, Sunni Arabs
9797, The abolition of the Ottoman Caliphate is believed to have ended what system?, true Islamic
9798, What are colonial powers blamed for?, ended the true Islamic system
9800, How does HT strive to amass power?, ideological struggle
9805, What type of outlook do some of the Muslims in London have?, strong Islamist
9808, What was Abu Hamaz al-Masri charged with when he was arrested?, incitement to terrorism
9813, What was the U.S. Information Agency charged with doing during the Cold War?, undermining the communist ideology
9817, Imperialism is responsible for the rapid spread of what?, technologies and ideas
9820, imperialism often divides countries by using which technique?, othering
9822, A forced trade agreement between two countries would be an example of what?, "informal" imperialism
9824, Some have generalized the meaning of the word imperialism down to general-purpose what?, aggressiveness
9825, What subtle tool can be used in an informal imperialistic situation to expand a controlled area?, ownership of private industries
9827, The amount of land a country controls is its greatest what?, distinction
9830, One country's authority over a number of others would constitute the original country as what?, empires
9833, What does colonialism lack that imperialism has?, political focus
9837, Political advantage is an attribute of which state policies?, Imperialism and colonialism
9838, Colonialism often means a country doing what?, taking physical control of another
9842, what is the most controversial aspect of imperialism?, empire-building
9864, The West saw the East as what?, inferior
9867, bassett focuses on what to illustrate his idea?, nineteenth-century maps
9869, What were blank spaces used for on nineteenth-century maps?, unexplored territory
9870, What did Basset analyze before coming to his conclusions?, nineteenth-century cartographic techniques
9874, How many Muslim empires have used imperialism?, dozens
9881, How do regimes fight against cultural imperialism?, bans
9884, How many years have imperialistic practices existed?, thousands
9887, When was John Gallagher born?, 1919
9888, When did Ronald Robinson die?, 1999
9891, Who was made rich and prosperous prior to World War 1, many imperial powers
9895, Who did Britain exploit in India?, the Mughal state
9899, What weapons were the Zulus using during the Anglo-Zulu War of 1879?, arrows  swords  and leather shields
9902, When did the term imperialism first come to be used by its current definition?, in the late 1870s
9903, What was the idealized value of imperialism?, philanthropy
9904, According to Lenin why must capitalistic countries have an imperialistic policy?, to constantly expand investment
9905, some debate that there is a correlation between capitalism  imperialism  and what?, aristocracy
9912, Humans in tropical environments were considered what?, less civilized
9914, What were the two forms of environmental determinism?, orientalism and tropicality
9915, Who thought the world could be split into climatic zones?, geographic scholars
9916, Which regions have temperate climates?, Northern Europe and the Mid-Atlantic
9919, Who did the geographic scholars work for? , colonizing empires
9920, When is the earliest Britain had an imperialist policy?, the sixteenth century
9932, How did france differ from Britain in managing its colonies?, small numbers of settlers
9941, What was the only region in Europe not conquered by the Germanic tribes?, Muslim Iberia
9942, When did the Germanic tribes claim territory in north and west Europe?, middle period of classical antiquity
9947, When was the the second German empire founded?, after the Franco-German War
9953, What was the name of the first German settlement?, New Guinea
9954, Who influenced Bismark besides his neighbors?, Hamburg merchants and traders
9955, What happened as a result of the Russo-Japanese War?, Japan took part of Sakhalin Island
9960, When was the Russian Policy "Indigenization" defunded?, 1932
9963, Who had established the Russian empire to its former glory prior to 1921?, Bolshevik leaders
9983, Who was the director of the American Geographical Society in 1914?, Isiah Bowman
9985, Who besides Woodrow Wilson himself had the idea for the inquiry?, American delegation from the Paris Peace Conference
9986, What was the premise of Woodrow Wilson's inquiry?, U.S authorship of a 'new world'
10002, What is the United Methodist Church?, mainline Protestant Methodist denomination
10005, What is the church's theological orientation?, Wesleyan
10012, Why was the student group called "the Methodists?", being methodical and exceptionally detailed in their Bible study
10016, What did "The Holy Club's" teachings emphasize?, salvation by God's grace
10036, Who was one man who joined hands and said "Lord of the Church  we are united in Thee...?", Bishop Lloyd Christ Wicke
10039, What is the concept of the visible and invisible Church?, meaning that all who are truly believers in every age belong to the holy Church invisible
10049, What is Prevenient grace?, the grace that "goes before" us
10053, What is justifying grace also known as today?, conversion
10056, What is Sanctifying Grace?, grace of God which sustains the believers in the journey toward Christian Perfection
10058, What is Christian Perfection?, a genuine love of God with heart  soul  mind  and strength  and a genuine love of our neighbors as ourselves
10059, What is a genuine love of God with heart  soul and mind?, Christian Perfection
10072, Who is the president of TUMAS?, Rev. Paul T. Stallsworth
10080, What part of the UMC calls for its bishops to uphold opposition to capital punishment?, The General Conference
10082, In what year was the trial of Rev. Jimmy Creech?, 1999
10084, What is the governing committee  that voted in favor of a proposal that would permit ministers to officiate same-sex weddings?, Connectional Table
10091, The church states that  as Christians  they are aware that neither the way of what is righteous before God?", the way of military action
10094, The Church rejects was as an instrument of what?, instrument of national foreign policy
10096, Which task force states that pornography is harmful?, The Sexual Ethics Task Force of The United Methodist Church
10108, What may be named after a biblical figure?, Methodist institutions
10115, How often does the General Conference meet?, every four years
10120, What consist of one ore more Annual Conferences?, Episcopal Areas
10121, Who makes decisions in between the four-year meetings?, Mission Council
10122, The Mission Council usually consists of whom?, church bishops
10124, Why was the 36 acres leased?, for the George W. Bush Presidential Library
10130, Where does The Council meet?, various locations throughout the world
10132, The term Annual Conference is often used to refer to what?, geographical area it covers as well as the frequency of meeting
10138, Which committee has the exclusive power to set pastors' salaries?, church conference
10140, How many schools and institutions does the church operate overseas?, three hundred sixty
10148, No appointment is official fixed until what occurs?, bishop has read the appointments at the session of the Annual Conference
10158, What is the title for a seminary graduate who serves a two-three-year term in full-time appointment after being commissioned?, The provisional elder/deacon
10160, What is a local pastor's official title?, Licensed Local Pastor
10162, How many years must a local pastor attend a course of study at United Methodist approved seminary?, five
10168, How do students learn about the church?, confirmation and membership preparation classes
10169, What directions the local church to offer membership preparation to all people?, The Book of Discipline
10170, What do students learn about in confirmation and membership preparation classes?, Church and the Methodist-Christian theological tradition
10173, How often must local lay servant reapply?, annually
10196, Where was war fought?, primarily along the frontiers between New France and the British colonies
10197, How did war start?, dispute over control of the confluence of the Allegheny and Monongahela rivers  called the Forks of the Ohio
10198, When did violence start in war?, Battle of Jumonville Glen in May 1754 
10201, Why did British operation fail in 1755  56  57?, combination of poor management  internal divisions  and effective Canadian scouts  French regular forces  and Indian warrior allies
10205, How much resources were French placing in North America?, unwilling to risk large convoys to aid the limited forces it had in New France
10206, Where was France concentraing efforts?, against Prussia and its allies in the European theatre of the war.
10207, Where were British defeated in Canada?, Sainte Foy in Quebec
10210, What was the significance of British win?, confirming Britain's position as the dominant colonial power in eastern North America
10211, When was King George's war?, 1740s
10215, What time framd does the Seven Years War cover?, declaration of war in 1756 to the signing of the peace treaty in 1763
10221, Where did French fur trappers travel?, St. Lawrence and Mississippi watersheds  did business with local tribes  and often married Indian women
10226, What tribes were in Father Le Loutre's War?, Mi'kmaq and the Abenaki
10227, Where did Iroquois Confederation control?, present-day Upstate New York and the Ohio Country
10232, What was Frensh military presence at start of war?, no French regular army troops were stationed in North America
10234, What was normal British defense?, mustered local militia companies  generally ill trained and available only for short periods  to deal with native threats  but did not have any standing forces.
10235, What was extent of Celeron's expedition?, about 3 000 miles (4 800 km) between June and November 1749.
10236, Who was on Celeron's expedition?, 200 Troupes de la marine and 30 Indians
10237, How did Celeron handle business on trip?, British merchants or fur-traders  Céloron informed them of the French claims on the territory and told them to leave.
10239, Where did Old Briton call home?, village of Pickawillany
10240, How did Celeron handle meeting with Old Briton?, threatened "Old Briton" with severe consequences if he continued to trade with the British
10241, What was Old Briton's response to Celeron?, ignored the warning.
10242, How did Celeron feel about Native relations?, very badly disposed towards the French  and are entirely devoted to the English
10243, How were leaders back in Europe feeling about news from Celeron expedition?, proposing that action be taken
10248, What agreement was made for trade with natives and British?, Treaty of Logstown
10249, According to agreement between Iroquois and British  where was a strong house to be built?, mouth of the Monongahela River (the site of present-day Pittsburgh  Pennsylvania)
10252, What issues were not addressed in the Treaty of Aix-la-Chapelle?, conflicting territorial claims between British and French
10253, When a commission reached no decision  what happened?, Frontiers from between Nova Scotia and Acadia in the north  to the Ohio Country in the south  were claimed by both sides
10256, Was was the plan for Langlades mission?, punish the Miami people of Pickawillany for not following Céloron's orders to cease trading with the British
10257, What was result of French attack of trading centre?, capturing three traders and killing 14 people of the Miami nation  including Old Briton
10259, Where did Marin build first fort?, Fort Presque Isle (near present-day Erie  Pennsylvania
10261, What was Marin's orders?, protect the King's land in the Ohio Valley from the British
10264, What was William Johnson's Iroquois name?, Warraghiggey  meaning "He who does great things."
10265, What title did Iroquois give Johnson?, colonel of the Iroquois
10266, Who was the speaker of the tribal council?, Mohawk Chief Hendrick
10269, Who was added to party as Washington went on the way?, Jacob Van Braam as an interpreter; Christopher Gist  a company surveyor working in the area; and a few Mingo led by Tanaghrisson
10271, Who invited Washington to dine with him?, Jacques Legardeur de Saint-Pierre
10274, Why did French feel they had right to Ohio claim?, France's claim to the region was superior to that of the British
10279, What were casualties of battle?, killed many of the Canadians  including their commanding officer  Joseph Coulon de Jumonville
10282, When did French learn about Braddock's plans?, plans leaked to France well before Braddock's departure
10283, How did King Louis XV respond to British plans?, dispatched six regiments to New France under the command of Baron Dieskau in 1755.
10286, What was the goal of congress?, formalize a unified front in trade and negotiations with various Indians  since allegiance of the various tribes and nations was seen to be pivotal
10287, Was the plan formalized?, The plan that the delegates agreed to was never ratified by the colonial legislatures nor approved of by the crown
